EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
07-422;107422;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL MAITENCILLO (PUCHUNCAVÍ);No Aplica;Municipal;Primario;5105;PUCHUNCAVÍ;Calle;;Caserío de Maitencillo;322771335;;NO;No Aplica;No Aplica;-3.264.595;-7.143.069;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-407;108407;;;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL GUZMANES;No Aplica;Municipal;Primario;5705;PUTAENDO;Calle;;Sector Guzmanes;;;NO;No Aplica;No Aplica;-3.258.274;-70.734;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-406;108406;;;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PIGUCHÉN (PUTAENDO);No Aplica;Municipal;Primario;5705;PUTAENDO;Calle;;Troncal;;;NO;No Aplica;No Aplica;-3.256.997;-7.069.063;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-431;107431;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LAS PUERTAS;No Aplica;Municipal;Primario;5402;CABILDO;Calle;;Sector Las Puertas;;;NO;No Aplica;No Aplica;-3.248.433;-7.093.213;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-405;107405;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PUEBLO DE VARAS;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Sector Pueblo de Varas;;;NO;No Aplica;No Aplica;-32.440.755;-71.200.729;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-412;107412;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PULLALLY;No Aplica;Municipal;Primario;5403;PAPUDO;Calle;;Pueblo de Pullalli;332712309;;NO;No Aplica;No Aplica;-3.243.546;-7.131.712;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-406;107406;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PUEBLO DE ROCO;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Sector Pueblo de Roco;;;NO;No Aplica;No Aplica;-32.429.797;-71.228.573;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-417;107417;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LA VIÑA;No Aplica;Municipal;Primario;5402;CABILDO;Calle;;Aldea La Viña;;;NO;No Aplica;No Aplica;-3.242.445;-7.091.353;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-416;107416;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL ARTIFICIO (CABILDO);No Aplica;Municipal;Primario;5402;CABILDO;Calle;;Pueblo de Artificio;;;NO;No Aplica;No Aplica;-32.394.317;-71.094.167;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-408;107408;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LAS PARCELAS;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Aldea Las Parcelas;;;NO;No Aplica;No Aplica;-3.239.165;-713.763;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-429;107429;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LA CANELA;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Aldea La Canela;;;NO;No Aplica;No Aplica;-32.361.894;-71.160.745;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-415;107415;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL ALICAHUE;No Aplica;Municipal;Primario;5402;CABILDO;Calle;;Caserío Alicahue;;;NO;No Aplica;No Aplica;-3.234.926;-7.078.635;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-421;107421;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PICHICUY;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Pueblo Pichicuy;;;NO;No Aplica;No Aplica;-3.234.469;-7.146.138;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-404;107404;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL SANTA MARTA;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Aldea Santa Marta;;;NO;No Aplica;No Aplica;-32.335.467;-71.181.501;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-409;107409;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL HUAQUÉN (LA LIGUA);No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Sector Huaquén;;;NO;No Aplica;No Aplica;-3.233.261;-7.140.412;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-407;107407;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL TRAPICHE;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Aldea El Trapiche;;;NO;No Aplica;No Aplica;-32.320.507;-71.290.246;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-419;107419;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL HIERRO VIEJO;No Aplica;Municipal;Primario;5404;PETORCA;Calle;;Aldea Hierro Viejo;332781468;;NO;No Aplica;No Aplica;-3.228.259;-7.101.729;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-410;107410;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LOS MOLLES;No Aplica;Municipal;Primario;5401;LA LIGUA;Calle;;Pueblo Los Molles;;;NO;No Aplica;No Aplica;-3.223.156;-7.150.905;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
;201528;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA RURAL LA ÑIPA;No Aplica;Municipal;Primario;5404;PETORCA;Calle;800;Bernardo O'Higgins;;01-04-2024;NO;No Aplica;No Aplica;-32.284.304;-70.972.449;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;18-04-2024;
17-011;117011;17-010;117010;16;ÑUBLE;17;SERVICIO DE SALUD ÑUBLE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S ÑUBLE);No Aplica;Servicio de Salud;No Aplica;16101;CHILLÁN;Calle;502;Bulnes;;;NO;No Aplica;No Aplica;-36.605.055;-72.103.449;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
03-011;103011;03-010;103010;2;ANTOFAGASTA;3;SERVICIO DE SALUD ANTOFAGASTA;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S ANTOFAGASTA);No Aplica;Servicio de Salud;No Aplica;2101;ANTOFAGASTA;Calle;523;Bolívar;;;NO;No Aplica;No Aplica;-23.646.652;-70.395.249;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
01-011;101011;01-010;101010;15;ARICA PARINACOTA;1;SERVICIO DE SALUD ARICA Y PARINACOTA;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S ARICA);No Aplica;Servicio de Salud;No Aplica;15101;ARICA;Calle;305;Arturo Prat;;;NO;No Aplica;No Aplica;-18.484.664;-70.303.464;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
04-011;104011;04-010;104010;3;ATACAMA;4;SERVICIO DE SALUD ATACAMA;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S ATACAMA);No Aplica;Servicio de Salud;No Aplica;3101;COPIAPÓ;Calle;520;Chacabuco;;;NO;No Aplica;No Aplica;-27.365.631;-70.332.056;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
25-011;125011;25-010;125010;11;AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;25;SERVICIO DE SALUD AYSÉN;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S AISÉN);No Aplica;Servicio de Salud;No Aplica;11101;COYHAIQUE;Calle;168;Dr Jorge Ibar;672216443;;NO;No Aplica;No Aplica;-45.567.569;-72.073.585;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
28-011;128011;28-010;128010;8;BIOBÍO;28;SERVICIO DE SALUD ARAUCO;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S ARAUCO);No Aplica;Servicio de Salud;No Aplica;8201;LEBU;Calle;302;Carrera;;;NO;No Aplica;No Aplica;-3.760.882;-73.657.435;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
20-011;120011;20-010;120010;8;BIOBÍO;20;SERVICIO DE SALUD BIOBÍO;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S BÍOBÍO);No Aplica;Servicio de Salud;No Aplica;8301;LOS ÁNGELES;Avenida;147;Ricardo Vicuña;;;NO;No Aplica;No Aplica;-37.476.664;-72.346.724;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
18-011;118011;18-010;118010;8;BIOBÍO;18;SERVICIO DE SALUD CONCEPCIÓN;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S CONCEPCIÓN);No Aplica;Servicio de Salud;No Aplica;8101;CONCEPCIÓN;Calle;345;Rengo;;;NO;No Aplica;No Aplica;-3.682.992;-73.055.291;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
19-011;119011;19-010;119010;8;BIOBÍO;19;SERVICIO DE SALUD TALCAHUANO;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S TALCAHUANO);No Aplica;Servicio de Salud;No Aplica;8110;TALCAHUANO;Calle;86;Thompson;;;NO;No Aplica;No Aplica;-36.740.101;-73.108.694;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
05-011;105011;05-010;105010;4;COQUIMBO;5;SERVICIO DE SALUD COQUIMBO;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S COQUIMBO);No Aplica;Servicio de Salud;No Aplica;4101;LA SERENA;Avenida;795;Francisco de Aguirre;;;NO;No Aplica;No Aplica;-29.907.367;-71.246.888;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
21-011;121011;21-932;200717;9;LA ARAUCANÍA;21;SERVICIO DE SALUD ARAUCANÍA SUR;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S ARAUCANÍA SUR);No Aplica;Servicio de Salud;No Aplica;9101;TEMUCO;Calle;969;Arturo Prat;;;NO;No Aplica;No Aplica;-38.743.153;-72.591.526;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
29-011;129011;29-010;129010;9;LA ARAUCANÍA;29;SERVICIO DE SALUD ARAUCANÍA NORTE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S ARAUCANÍA NORTE);No Aplica;Servicio de Salud;No Aplica;9201;ANGOL;Calle;387;Pedro de Oña;;;NO;No Aplica;No Aplica;-37.793.776;-72.704.582;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
15-350;115350;;;6;LIBERTADOR GRAL. B. O'HIGGINS;15;SERVICIO DE SALUD DEL LIBERTADOR B.O'HIGGINS;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);ESTABLECIMIENTO DE SALUD;CONSULTORIO PRAIS;No Aplica;Servicio de Salud;Primario;6101;RANCAGUA;Calle;609;Alameda;;01-01-2009;NO;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;12-12-2012
15-011;115011;15-010;115010;6;LIBERTADOR GRAL. B. O'HIGGINS;15;SERVICIO DE SALUD DEL LIBERTADOR B.O'HIGGINS;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S DEL LIBERTADOR BERNARDO O'HIGGINS);No Aplica;Servicio de Salud;No Aplica;6101;RANCAGUA;Calle;609;Alameda;;;NO;No Aplica;No Aplica;-34.164.339;-70.740.845;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
33-011;133011;33-010;133010;10;LOS LAGOS;33;SERVICIO DE SALUD CHILOÉ;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S CHILOÉ);No Aplica;Servicio de Salud;No Aplica;10201;CASTRO;Calle;504;BernardoO'Higgins;;;NO;No Aplica;No Aplica;-42.480.422;-73.765.145;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-011;124011;24-010;124010;10;LOS LAGOS;24;SERVICIO DE SALUD DEL RELONCAVÍ;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S DEL RELONCAVÍ);No Aplica;Servicio de Salud;No Aplica;10101;PUERTO MONTT;Calle;85;Egaña;;;NO;No Aplica;No Aplica;-41.472.063;-72.935.884;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-011;123011;23-010;123010;10;LOS LAGOS;23;SERVICIO DE SALUD OSORNO;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S OSORNO);No Aplica;Servicio de Salud;No Aplica;10301;OSORNO;Calle;448;Manuel Antonio Matta;;;NO;No Aplica;No Aplica;-40.575.984;-73.129.556;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;;
22-011;122011;22-010;122010;14;LOS RÍOS;22;SERVICIO DE SALUD LOS RIOS;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS ((S.S LOS RÍOS));No Aplica;Servicio de Salud;No Aplica;14101;VALDIVIA;Calle;700;Chacabuco;;;NO;No Aplica;No Aplica;-39.813.792;-73.240.135;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-011;126011;26-010;126010;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;26;SERVICIO DE SALUD MAGALLANES;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S MAGALLANES);No Aplica;Servicio de Salud;No Aplica;12101;PUNTA ARENAS;Calle;1228;Lautaro Navarro;;;NO;No Aplica;No Aplica;-53.165.562;-70.908.047;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
16-600;116600;16-010;116010;7;MAULE;16;SERVICIO DE SALUD DEL MAULE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);ESTABLECIMIENTO DE SALUD;PRAIS (S.S DEL MAULE);No Aplica;Servicio de Salud;Secundario;7101;TALCA;Calle;936;1 Oriente;;01-01-2008;NO;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;01-01-2009
16-011;116011;16-010;116010;7;MAULE;16;SERVICIO DE SALUD DEL MAULE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S DEL MAULE);No Aplica;Servicio de Salud;No Aplica;7101;TALCA;Calle;963;1 Norte;;;NO;No Aplica;No Aplica;-35.425.998;-71.663.027;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
14-011;114011;14-010;114010;13;METROPOLITANA DE SANTIAGO;14;SERVICIO DE SALUD METROPOLITANO SUR ORIENTE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S METROPOLITANO SUR ORIENTE);No Aplica;Servicio de Salud;No Aplica;13201;PUENTE ALTO;Avenida;3459;Concha y Toro;;;NO;No Aplica;No Aplica;-33.577.251;-70.581.781;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
13-011;113011;13-010;113010;13;METROPOLITANA DE SANTIAGO;13;SERVICIO DE SALUD METROPOLITANO SUR;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S METROPOLITANO SUR);No Aplica;Servicio de Salud;No Aplica;13130;SAN MIGUEL;Avenida;3453;Santa Rosa;;;NO;No Aplica;No Aplica;-33.486.194;-70.641.339;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
11-011;111011;11-010;111010;13;METROPOLITANA DE SANTIAGO;11;SERVICIO DE SALUD METROPOLITANO CENTRAL;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S METROPOLITANO CENTRAL);No Aplica;Servicio de Salud;No Aplica;13101;SANTIAGO;Calle;381;Victoria Subercaseaux;;;NO;No Aplica;No Aplica;-33.455.718;-70.652.722;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
10-011;110011;10-010;110010;13;METROPOLITANA DE SANTIAGO;10;SERVICIO DE SALUD METROPOLITANO OCCIDENTE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S METROPOLITANO OCCIDENTE);No Aplica;Servicio de Salud;No Aplica;13101;SANTIAGO;Calle;2429;Alameda Bernardo O'Higgins;;;NO;No Aplica;No Aplica;-33.448.174;-70.669.444;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
12-011;112011;12-010;112010;13;METROPOLITANA DE SANTIAGO;12;SERVICIO DE SALUD METROPOLITANO ORIENTE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (S.S METROPOLITANO ORIENTE);No Aplica;Servicio de Salud;No Aplica;13123;PROVIDENCIA;Avenida;364;Salvador;225752958;;NO;No Aplica;No Aplica;-3.343.664;-70.624.493;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
09-011;109011;09-010;109010;13;METROPOLITANA DE SANTIAGO;9;SERVICIO DE SALUD METROPOLITANO NORTE;Perteneciente al Sistema Nacional de Servicios de Salud;PROGRAMA DE REPARACIÓN Y ATENCIÓN INTEGRAL DE SALUD (PRAIS);PROGRAMA DE ATENCIÓN;PRAIS (SS METROPOLITANO NORTE);No Aplica;Servicio de Salud;No Aplica;13108;INDEPENDENCIA;Calle;272;Maruri;;;NO;No Aplica;No Aplica;-33.429.013;-70.655.438;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
